thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
169,0,169,f,0.6789426002651453,None,,,,,169,0,169,0,723.2441115994006,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.2345489989966,723.2441115994006,724.7053289990872,724.7053289990872,724.0056173000485,726.7396491989493,f,0.6789426002651453,None,10,image1,-31,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
170,0,170,j,1.5759699009358883,None,,,,,170,0,170,0,726.7915072999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.7821108996868,726.7915072999895,729.7388288993388,729.7388288993388,728.1392806991935,732.4442944005132,j,1.5759699009358883,None,0,image1,-32,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
171,0,171,f,0.4236171990633011,None,,,,,171,0,171,0,732.495477899909,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.4865125995129,732.495477899909,734.4386928994209,734.4386928994209,733.9888084996492,736.9997253995389,f,0.4236171990633011,None,0,image2,-33,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
172,0,172,j,0.3890908006578684,None,,,,,172,0,172,0,737.051768200472,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.0423127003014,737.051768200472,739.4552172999829,739.4552172999829,739.0397347994149,741.6115816999227,j,0.3890908006578684,None,10,image2,-34,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
173,0,173,f,0.3763860985636711,None,,,,,173,0,173,0,741.7340118996799,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.7247040998191,741.7340118996799,743.9219885002822,743.9219885002822,743.5228515993804,745.9742786996067,f,0.3763860985636711,None,0,image2,-35,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
174,0,174,f,0.5679845996201038,None,,,,,174,0,174,0,746.0261646993458,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0171709991992,746.0261646993458,747.3387639001012,747.3387639001012,746.7393356990069,748.9602396991104,f,0.5679845996201038,None,0,image2,-36,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
175,0,175,j,0.4533077999949455,None,,,,,175,0,175,0,749.0116397999227,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0023324005306,749.0116397999227,750.7227142993361,750.7227142993361,750.2386412993073,753.6746298000216,j,0.4533077999949455,None,10,image1,-37,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
176,0,176,j,0.49056199938058853,None,,,,,176,0,176,0,753.7256202995777,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.7165606003255,753.7256202995777,,754.8219004999846,754.3055907003582,756.3279911987484,j,0.49056199938058853,None,10,image1,-38,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
177,0,177,j,0.4567358996719122,None,,,,,177,0,177,0,756.378964599222,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.3699622992426,756.378964599222,757.6552984993905,757.6552984993905,757.172073898837,759.3701118994504,j,0.4567358996719122,None,10,image1,-39,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
178,0,178,f,0.3936851993203163,None,,,,,178,0,178,0,759.4911624994129,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.482469798997,759.4911624994129,761.1388361994177,761.1388361994177,760.7219970989972,762.6799564994872,f,0.3936851993203163,None,0,image1,-40,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
179,0,179,j,0.5507276002317667,None,,,,,179,0,179,0,762.7311696987599,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.7223249990493,762.7311696987599,764.3552561998367,764.3552561998367,763.7886487990618,766.9467964004725,j,0.5507276002317667,None,10,image2,-41,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
180,0,180,j,0.38897519931197166,None,,,,,180,0,180,0,766.9986243993044,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.9896920993924,766.9986243993044,768.8552576005459,768.8552576005459,768.438574500382,770.5896377991885,j,0.38897519931197166,None,10,image2,-42,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
