thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
57,0,57,f,0.3326570997014642,None,,,,,57,0,57,0,254.46640529949218,,,,,,,,,,,,,,,,,,,,,254.45758969988674,254.46640529949218,256.28889059927315,256.28889059927315,255.9392617996782,258.17793979961425,f,0.3326570997014642,None,0,image1,-1,image2,image1,"['low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
58,0,58,j,0.553914800286293,None,,,,,58,0,58,0,258.2277617994696,,,,,,,,,,,,,,,,,,,,,258.21869219932705,258.2277617994696,260.556723699905,260.556723699905,259.97274709958583,263.4644989995286,j,0.553914800286293,None,0,image1,-2,image2,image1,"['low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
59,0,59,j,0.5345002999529243,None,,,,,59,0,59,0,263.5157067999244,,,,,,,,,,,,,,,,,,,,,263.50614419952035,263.5157067999244,265.8387843994424,265.8387843994424,265.2892359001562,268.00441339984536,j,0.5345002999529243,None,0,image2,-3,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
60,0,60,f,0.4885992994531989,None,,,,,60,0,60,0,268.0560935996473,,,,,,,,,,,,,,,,,,,,,268.0462114000693,268.0560935996473,269.7554950993508,269.7554950993508,269.2390899993479,271.6176404999569,f,0.4885992994531989,None,0,image2,-4,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
61,0,61,f,0.6168614001944661,None,,,,,61,0,61,0,271.7304416997358,,,,,,,,,,,,,,,,,,,,,271.7210352998227,271.7304416997358,273.03893740009516,273.03893740009516,272.4053272996098,275.02849650010467,f,0.6168614001944661,None,0,image1,-5,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
62,0,62,j,1.1018968001008034,None,,,,,62,0,62,0,275.07929199934006,,,,,,,,,,,,,,,,,,,,,275.0699811000377,275.07929199934006,277.43877519946545,277.43877519946545,276.30543569941074,280.0133897000924,j,1.1018968001008034,None,10,image2,-6,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
63,0,63,f,0.53327970020473,None,,,,,63,0,63,0,280.0658115996048,,,,,,,,,,,,,,,,,,,,,280.0558691993356,280.0658115996048,282.63869389984757,282.63869389984757,282.08897579927,284.4133821995929,f,0.53327970020473,None,10,image2,-7,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
64,0,64,j,0.4941291995346546,None,,,,,64,0,64,0,284.4645684994757,,,,,,,,,,,,,,,,,,,,,284.4557408997789,284.4645684994757,286.2054709000513,286.2054709000513,285.68928669951856,288.2271847994998,j,0.4941291995346546,None,10,image2,5,image1,image2,[],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
65,0,65,j,0.46645080018788576,None,,,,,65,0,65,0,288.34055109973997,,,,,,,,,,,,,,,,,,,,,288.3310982994735,288.34055109973997,289.63874899968505,289.63874899968505,289.1558928992599,291.16918999981135,j,0.46645080018788576,None,0,image2,4,image1,image2,['low'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
66,0,66,f,1.1760664004832506,None,,,,,66,0,66,0,291.2207370996475,,,,,,,,,,,,,,,,,,,,,291.2111847996712,291.2207370996475,293.63887340016663,293.63887340016663,292.4387457994744,295.43068479932845,f,1.1760664004832506,None,10,image2,3,image1,image2,"['low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
67,0,67,f,0.6854318995028734,None,,,,,67,0,67,0,295.48104109987617,,,,,,,,,,,,,,,,,,,,,295.47263349965215,295.48104109987617,296.7895187996328,296.7895187996328,296.07264939974993,298.56673160009086,f,0.6854318995028734,None,0,image2,2,image1,image2,"['low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
68,0,68,f,0.518435699865222,None,,,,,68,0,68,0,298.6187929995358,,,,,,,,,,,,,,,,,,,,,298.60986780002713,298.6187929995358,,299.82283579930663,299.2727471999824,302.3578455001116,f,0.518435699865222,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
69,0,69,j,0.6932154996320605,None,,,,,69,0,69,0,302.40890030004084,,,,,,,,,,,,,,,,,,,,,302.40002859942615,302.40890030004084,304.42210299987346,304.42210299987346,303.70543400011957,307.3369843000546,j,0.6932154996320605,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
70,0,70,j,0.9233257006853819,None,,,,,70,0,70,0,307.45010619983077,,,,,,,,,,,,,,,,,,,,,307.4412040999159,307.45010619983077,309.53874059952796,309.53874059952796,308.5887944996357,311.4134343992919,j,0.9233257006853819,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
71,0,71,j,0.4693927001208067,None,,,,,71,0,71,0,311.4646544000134,,,,,,,,,,,,,,,,,,,,,311.4552727993578,311.4646544000134,313.22284419927746,313.22284419927746,312.7221631994471,316.08401759993285,j,0.4693927001208067,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
72,0,72,None,,,,,,,72,0,72,0,316.134788999334,,,,,,,,,,,,,,,,,,,,,316.1258195992559,316.134788999334,318.55565129965544,318.55565129965544,317.3223375994712,319.5598439993337,None,,,,,,,,,,,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
73,0,73,j,0.346216700039804,None,,,,,73,0,73,0,319.61184779927135,,,,,,,,,,,,,,,,,,,,,319.60319279972464,319.61184779927135,321.55540050007403,321.55540050007403,321.1887721000239,323.7727493001148,j,0.346216700039804,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
74,0,74,j,0.5714784003794193,None,,,,,74,0,74,0,323.88740599993616,,,,,,,,,,,,,,,,,,,,,323.8783269999549,323.88740599993616,326.37222519982606,326.37222519982606,325.7720082998276,329.31836969964206,j,0.5714784003794193,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
75,0,75,None,,,,,,,75,0,75,0,329.3696350995451,,,,,,,,,,,,,,,,,,,,,329.36024309974164,329.3696350995451,331.7554441001266,331.7554441001266,330.50544709991664,332.75820929929614,None,,,,,,,,,,,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
76,0,76,f,0.4787769000977278,None,,,,,76,0,76,0,332.81121789943427,,,,,,,,,,,,,,,,,,,,,332.8024840001017,332.81121789943427,,333.938771199435,333.4394613998011,335.8434983994812,f,0.4787769000977278,None,10,image2,-5,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
77,0,77,j,0.6164664002135396,None,,,,,77,0,77,0,335.8952321000397,,,,,,,,,,,,,,,,,,,,,335.885916499421,335.8952321000397,337.88916109967977,337.88916109967977,337.25551659986377,339.3953419998288,j,0.6164664002135396,None,0,image2,-6,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
78,0,78,f,0.7407581005245447,None,,,,,78,0,78,0,339.4456619992852,,,,,,,,,,,,,,,,,,,,,339.4369642995298,339.4456619992852,341.8721463996917,341.8721463996917,341.1056236997247,344.2672735992819,f,0.7407581005245447,None,10,image1,-7,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
79,0,79,f,0.6217005997896194,None,,,,,79,0,79,0,344.38176719937474,,,,,,,,,,,,,,,,,,,,,344.3726431997493,344.38176719937474,346.7388077992946,346.7388077992946,346.0891943993047,349.61571520008147,f,0.6217005997896194,None,0,image1,-8,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
80,0,80,j,0.3164586992934346,None,,,,,80,0,80,0,349.6659993994981,,,,,,,,,,,,,,,,,,,,,349.65702749975026,349.6659993994981,,350.8721897993237,350.53902720008045,352.65226999949664,j,0.3164586992934346,None,10,image1,-9,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
81,0,81,f,0.5285435998812318,None,,,,,81,0,81,0,352.70452889986336,,,,,,,,,,,,,,,,,,,,,352.694281199947,352.70452889986336,354.5728326998651,354.5728326998651,354.02264960017055,356.7370676994324,f,0.5285435998812318,None,10,image1,-10,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
82,0,82,None,,,,,,,82,0,82,0,356.7888289997354,,,,,,,,,,,,,,,,,,,,,356.77974160015583,356.7888289997354,359.9393699001521,359.9393699001521,358.7055632993579,360.94122979976237,None,,,,,,,,,,,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
83,0,83,j,1.0808666003867984,None,,,,,83,0,83,0,361.0594374993816,,,,,,,,,,,,,,,,,,,,,361.0496437996626,361.0594374993816,363.5389818996191,363.5389818996191,362.4390802998096,366.3183304993436,j,1.0808666003867984,None,10,image1,10,image2,image1,[],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
84,0,84,f,0.4719736995175481,None,,,,,84,0,84,0,366.36944429948926,,,,,,,,,,,,,,,,,,,,,366.36024909932166,366.36944429948926,368.77234749961644,368.77234749961644,368.27206579968333,371.1055389000103,f,0.4719736995175481,None,0,image1,9,image2,image1,['low'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
85,0,85,j,0.8217072999104857,None,,,,,85,0,85,0,371.1562010999769,,,,,,,,,,,,,,,,,,,,,371.1474543996155,371.1562010999769,373.3554477998987,373.3554477998987,372.5057566994801,375.0477935997769,j,0.8217072999104857,None,0,image1,8,image2,image1,"['low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
86,0,86,j,0.5323724001646042,None,,,,,86,0,86,0,375.09826079942286,,,,,,,,,,,,,,,,,,,,,375.0895851999521,375.09826079942286,376.4722763998434,376.4722763998434,375.9223040994257,378.1951164994389,j,0.5323724001646042,None,0,image1,7,image2,image1,"['low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
87,0,87,j,0.4863327005878091,None,,,,,87,0,87,0,378.24725979939103,,,,,,,,,,,,,,,,,,,,,378.2379156993702,378.24725979939103,,379.38878579996526,378.87232339940965,380.91620309930295,j,0.4863327005878091,None,10,image2,6,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
88,0,88,f,0.5850477004423738,None,,,,,88,0,88,0,381.0312872994691,,,,,,,,,,,,,,,,,,,,,381.0211450001225,381.0312872994691,382.4390305997804,382.4390305997804,381.82234779931605,384.05138029996306,f,0.5850477004423738,None,10,image2,5,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
89,0,89,j,0.5019129998981953,None,,,,,89,0,89,0,384.10350249987096,,,,,,,,,,,,,,,,,,,,,384.0931562995538,384.10350249987096,385.60555589944124,385.60555589944124,385.07218350004405,387.60986919980496,j,0.5019129998981953,None,10,image2,4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
90,0,90,f,0.36627580039203167,None,,,,,90,0,90,0,387.6608657995239,,,,,,,,,,,,,,,,,,,,,387.65190279949456,387.6608657995239,389.85569639969617,389.85569639969617,389.47278319951147,392.3419948993251,f,0.36627580039203167,None,10,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
91,0,91,f,0.5399570995941758,None,,,,,91,0,91,0,392.39328379929066,,,,,,,,,,,,,,,,,,,,,392.3844834994525,392.39328379929066,394.3056557001546,394.3056557001546,393.7389992000535,396.29900139942765,f,0.5399570995941758,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
92,0,92,f,0.384497600607574,None,,,,,92,0,92,0,396.41506319958717,,,,,,,,,,,,,,,,,,,,,396.4059227993712,396.41506319958717,398.82221039943397,398.82221039943397,398.40603329986334,400.8988478993997,f,0.384497600607574,None,10,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
93,0,93,j,0.7016989002004266,None,,,,,93,0,93,0,400.94968819990754,,,,,,,,,,,,,,,,,,,,,400.94059619959444,400.94968819990754,403.2223905995488,403.2223905995488,402.4890477992594,405.0583464996889,j,0.7016989002004266,None,0,image2,9,image1,image2,['low'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
94,0,94,j,0.7547215996310115,None,,,,,94,0,94,0,405.10967729985714,,,,,,,,,,,,,,,,,,,,,405.1002879999578,405.10967729985714,407.7393296994269,407.7393296994269,406.9556255992502,409.95692749973387,j,0.7547215996310115,None,0,image1,8,image1,image2,"['low', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
95,0,95,f,0.6405726997181773,None,,,,,95,0,95,0,410.00756289996207,,,,,,,,,,,,,,,,,,,,,409.9981359001249,410.00756289996207,412.48901489935815,412.48901489935815,411.82314290013164,414.17493900004774,f,0.6405726997181773,None,10,image1,7,image1,image2,"['low', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
96,0,96,j,0.5824519004672766,None,,,,,96,0,96,0,414.29156289994717,,,,,,,,,,,,,,,,,,,,,414.28275049943477,414.29156289994717,,415.4727114001289,414.8721778001636,417.36662309989333,j,0.5824519004672766,None,10,image1,6,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
97,0,97,f,0.37735769990831614,None,,,,,97,0,97,0,417.4180966997519,,,,,,,,,,,,,,,,,,,,,417.4091036999598,417.4180966997519,419.40556199941784,419.40556199941784,419.00562149938196,422.3747463999316,f,0.37735769990831614,None,10,image1,5,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
98,0,98,j,0.5862417006865144,None,,,,,98,0,98,0,422.42621229961514,,,,,,,,,,,,,,,,,,,,,422.41645429935306,422.42621229961514,424.9890493992716,424.9890493992716,424.37215739954263,427.67333939950913,j,0.5862417006865144,None,10,image1,4,image1,image2,"['low', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
99,0,99,f,0.4531757002696395,None,,,,,99,0,99,0,427.7240352993831,,,,,,,,,,,,,,,,,,,,,427.71533240005374,427.7240352993831,,428.7738143997267,428.28901639953256,430.417096699588,f,0.4531757002696395,None,10,image1,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
100,0,100,f,0.4742339998483658,None,,,,,100,0,100,0,430.46927769947797,,,,,,,,,,,,,,,,,,,,,430.4603621000424,430.46927769947797,432.0733457999304,432.0733457999304,431.57240759953856,434.12706829980016,f,0.4742339998483658,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
101,0,101,j,0.31050779949873686,None,,,,,101,0,101,0,434.24214129988104,,,,,,,,,,,,,,,,,,,,,434.2330674994737,434.24214129988104,436.5888299997896,436.5888299997896,436.2555380994454,439.4394306000322,j,0.31050779949873686,None,10,image1,1,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
102,0,102,f,0.47969119995832443,None,,,,,102,0,102,0,439.49042359925807,,,,,,,,,,,,,,,,,,,,,439.48077739961445,439.49042359925807,441.35568789951503,441.35568789951503,440.85550669953227,443.9517973996699,f,0.47969119995832443,None,10,image1,6,image2,image1,['low'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
103,0,103,f,0.4454934000968933,None,,,,,103,0,103,0,444.0030157994479,,,,,,,,,,,,,,,,,,,,,443.99349860008806,444.0030157994479,445.9725057994947,445.9725057994947,445.5055547999218,448.0347622996196,f,0.4454934000968933,None,10,image1,5,image2,image1,"['low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
104,0,104,f,1.0428548995405436,None,,,,,104,0,104,0,448.0851133996621,,,,,,,,,,,,,,,,,,,,,448.07643239945173,448.0851133996621,450.62239350005984,450.62239350005984,449.55543119926006,452.44734609965235,f,1.0428548995405436,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
105,0,105,f,0.4980052001774311,None,,,,,105,0,105,0,452.56479759979993,,,,,,,,,,,,,,,,,,,,,452.5558583000675,452.56479759979993,,453.7055506994948,453.1894613998011,456.10476360004395,f,0.4980052001774311,None,10,image1,3,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
106,0,106,f,0.48426060006022453,None,,,,,106,0,106,0,456.15501999948174,,,,,,,,,,,,,,,,,,,,,456.14589629974216,456.15501999948174,458.42233760003,458.42233760003,457.90635969955474,459.9659583000466,f,0.48426060006022453,None,10,image1,2,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
107,0,107,j,0.32853169925510883,None,,,,,107,0,107,0,460.01650530006737,,,,,,,,,,,,,,,,,,,,,460.00770419929177,460.01650530006737,461.7731027994305,461.7731027994305,461.4228280996904,464.22550550010055,j,0.32853169925510883,None,0,image1,1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
108,0,108,f,0.49004409927874804,None,,,,,108,0,108,0,464.27736689988524,,,,,,,,,,,,,,,,,,,,,464.2675505001098,464.27736689988524,466.1055180998519,466.1055180998519,465.5892789000645,467.7268436001614,f,0.49004409927874804,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
109,0,109,j,0.4131904002279043,None,,,,,109,0,109,0,467.777940900065,,,,,,,,,,,,,,,,,,,,,467.76866149995476,467.777940900065,469.75584589969367,469.75584589969367,469.3222500998527,471.7472829995677,j,0.4131904002279043,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
110,0,110,j,0.4889065995812416,None,,,,,110,0,110,0,471.862654899247,,,,,,,,,,,,,,,,,,,,,471.85341089963913,471.862654899247,474.23907579947263,474.23907579947263,473.72536559961736,476.690089199692,j,0.4889065995812416,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
111,0,111,f,0.32147959992289543,None,,,,,111,0,111,0,476.74179709982127,,,,,,,,,,,,,,,,,,,,,476.73271329980344,476.74179709982127,478.73912349995226,478.73912349995226,478.3889055000618,481.5426536994055,f,0.32147959992289543,None,0,image2,-3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
112,0,112,j,0.6509840991348028,None,,,,,112,0,112,0,481.5948644001037,,,,,,,,,,,,,,,,,,,,,481.5858626998961,481.5948644001037,483.4246593993157,483.4246593993157,482.7555597992614,486.3659969996661,j,0.6509840991348028,None,0,image1,-4,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
113,0,113,f,0.30519189964979887,None,,,,,113,0,113,0,486.41630169935524,,,,,,,,,,,,,,,,,,,,,486.40757489949465,486.41630169935524,488.13887939974666,488.13887939974666,487.8061963999644,490.1705586994067,f,0.30519189964979887,None,0,image2,7,image1,image2,[],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
114,0,114,f,1.019585200585425,None,,,,,114,0,114,0,490.28963699936867,,,,,,,,,,,,,,,,,,,,,490.28056900016963,490.28963699936867,492.7893035998568,492.7893035998568,491.73916519992054,494.9626771993935,f,1.019585200585425,None,10,image1,6,image1,image2,['high'],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
115,0,115,j,0.6069919997826219,None,,,,,115,0,115,0,495.01273939944804,,,,,,,,,,,,,,,,,,,,,495.004034999758,495.01273939944804,496.3222343996167,496.3222343996167,495.6889931000769,498.10696529969573,j,0.6069919997826219,None,10,image1,5,image1,image2,"['high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
116,0,116,j,0.435516600497067,None,,,,,116,0,116,0,498.1582980994135,,,,,,,,,,,,,,,,,,,,,498.1482122000307,498.1582980994135,499.7890975996852,499.7890975996852,499.3230700995773,502.43141779955477,j,0.435516600497067,None,10,image1,4,image1,image2,"['high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
117,0,117,j,0.3973775999620557,None,,,,,117,0,117,0,502.4817475993186,,,,,,,,,,,,,,,,,,,,,502.47288669925183,502.4817475993186,504.73918749950826,504.73918749950826,504.3229884998873,506.6854185992852,j,0.3973775999620557,None,0,image1,3,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
118,0,118,j,0.4533146992325783,None,,,,,118,0,118,0,506.73826809972525,,,,,,,,,,,,,,,,,,,,,506.7287779999897,506.73826809972525,508.37220259942114,508.37220259942114,507.8891896996647,511.0835049999878,j,0.4533146992325783,None,10,image1,2,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
