thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,prac_key_resp.stopped,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
55,0,55,f,0.4517871999998988,None,,,,,55,0,55,0,268.80553510000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7970885,268.80553510000004,270.7585191999999,270.27514339999993,270.7585191999999,273.22885470000006,f,0.4517871999998988,None,0,image1,-4,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
56,0,56,j,0.5182942000001276,None,,,,,56,0,56,0,273.3327520999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.3245322999999,273.3327520999999,275.1916527000001,274.64174290000005,275.1916527000001,277.4664677999999,j,0.5182942000001276,None,10,image1,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
57,0,57,f,0.6687517999998818,None,,,,,57,0,57,0,277.51736129999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.50902599999995,277.51736129999995,279.37508249999996,278.6750385999999,279.37508249999996,281.2432698,f,0.6687517999998818,None,10,image2,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
58,0,58,j,0.5313092000001234,None,,,,,58,0,58,0,281.29111149999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.28281449999986,281.29111149999994,283.4749709,282.9250594,283.4749709,285.6360809,j,0.5313092000001234,None,10,image2,-7,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
59,0,59,f,0.38907160000007934,None,,,,,59,0,59,0,285.6908747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.6820172,285.6908747,287.29175340000006,286.8749046999999,287.29175340000006,290.06385539999997,f,0.38907160000007934,None,0,image1,-8,image2,image1,"['high', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
60,0,60,j,0.3252741999999671,None,,,,,60,0,60,0,290.11737259999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.10904619999997,290.11737259999995,291.82508129999997,291.4751079,291.82508129999997,293.8550923,j,0.3252741999999671,None,0,image1,-9,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
61,0,61,j,0.3893622000000505,None,,,,,61,0,61,0,293.96344279999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.95502280000005,293.96344279999994,296.07503070000007,295.65832879999994,296.07503070000007,299.03914770000006,j,0.3893622000000505,None,10,image2,-10,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
62,0,62,j,0.5570096999999805,None,,,,,62,0,62,0,299.0973623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.08879350000007,299.0973623,300.24175509999986,299.6582492,,302.56855840000003,j,0.5570096999999805,None,10,image2,-11,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
63,0,63,j,0.4914021999998113,None,,,,,63,0,63,0,302.61820480000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.61030830000004,302.61820480000006,304.6249605999999,304.1080686,304.6249605999999,307.05323709999993,j,0.4914021999998113,None,0,image2,-12,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
64,0,64,j,0.5354337000001124,None,,,,,64,0,64,0,307.10932049999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1007640999999,307.10932049999997,309.17515320000007,308.60842649999995,309.17515320000007,311.0457959999999,j,0.5354337000001124,None,10,image2,-13,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
65,0,65,f,1.1093620000001465,None,,,,,65,0,65,0,311.15671040000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.1485238,311.15671040000007,313.59166189999996,312.4583674999999,313.59166189999996,316.17226519999986,f,1.1093620000001465,None,0,image1,-14,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
66,0,66,j,0.4105407000001833,None,,,,,66,0,66,0,316.22632640000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.2178119,316.22632640000006,317.77528159999997,317.3417465,317.77528159999997,319.86193660000004,j,0.4105407000001833,None,10,image2,7,image1,image2,[],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
67,0,67,None,,,,,,,67,0,67,0,319.9219848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.91354679999995,319.9219848,322.4084003999999,321.158512,322.4084003999999,323.4102146,None,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
68,0,68,j,0.794604199999867,None,,,,,68,0,68,0,323.4607524999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.4526263999999,323.4607524999999,326.14142659999993,325.32488820000003,326.14142659999993,328.24177459999987,j,0.794604199999867,None,10,image1,6,image1,image2,['high'],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
69,0,69,j,0.3813959999999952,None,,,,,69,0,69,0,328.2897326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.28137530000004,328.2897326,330.67533349999985,330.27519860000007,330.67533349999985,332.7310064999999,j,0.3813959999999952,None,0,image2,5,image1,image2,"['high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
70,0,70,j,0.4576067000000421,None,,,,,70,0,70,0,332.83779359999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.8296771,332.83779359999994,334.4249262999999,333.94182639999985,334.4249262999999,336.93123779999996,j,0.4576067000000421,None,10,image1,4,image1,image2,"['high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
71,0,71,f,0.7197105999998712,None,,,,,71,0,71,0,336.98654239999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.978151,336.98654239999996,339.3416746999999,338.591635,339.3416746999999,341.6149568000001,f,0.7197105999998712,None,10,image1,3,image1,image2,"['high', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
72,0,72,j,0.4613515000000916,None,,,,,72,0,72,0,341.67029090000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6619398,341.67029090000005,343.35850230000005,342.87484799999993,343.35850230000005,345.4370388,j,0.4613515000000916,None,10,image2,2,image1,image2,"['high', 'low', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
73,0,73,f,0.40174880000017765,None,,,,,73,0,73,0,345.4930411999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4845768,345.4930411999999,347.39170939999985,346.95846519999986,347.39170939999985,349.61478650000004,f,0.40174880000017765,None,0,image2,1,image1,image2,"['high', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
74,0,74,j,0.2498862000002191,None,,,,,74,0,74,0,349.72212719999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.7134733999999,349.72212719999993,352.00844929999994,351.7416039,352.00844929999994,354.80752899999993,j,0.2498862000002191,None,0,image2,0,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
75,0,75,j,1.047985300000164,None,,,,,75,0,75,0,354.86428539999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.85590849999994,354.86428539999997,356.85831529999996,355.7917708,356.85831529999996,358.4284651999999,j,1.047985300000164,None,10,image2,-1,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
76,0,76,j,0.5765682999999626,None,,,,,76,0,76,0,358.47635560000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.4677715,358.47635560000003,360.57512840000004,359.97523150000006,360.57512840000004,362.1429688999999,j,0.5765682999999626,None,0,image2,-2,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
77,0,77,j,1.047277799999847,None,,,,,77,0,77,0,362.19761530000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.18911449999996,362.19761530000005,364.0915831,363.02503179999985,364.0915831,366.95644390000007,j,1.047277799999847,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
78,0,78,j,1.051268700000037,None,,,,,78,0,78,0,367.00454820000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.99613909999994,367.00454820000004,368.7917883,367.7084663999999,368.7917883,370.65523129999997,j,1.051268700000037,None,0,image1,-4,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
79,0,79,j,0.8884416999999303,None,,,,,79,0,79,0,370.70814859999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.6997122999999,370.70814859999996,372.67502779999995,371.75842280000006,372.67502779999995,374.54827469999987,j,0.8884416999999303,None,10,image1,-5,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
80,0,80,j,1.1615939999999227,None,,,,,80,0,80,0,374.59577969999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.5871090999999,374.59577969999987,376.9417793,375.75840719999997,376.9417793,378.41540299999997,j,1.1615939999999227,None,0,image2,-6,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
81,0,81,j,0.6524757999998201,None,,,,,81,0,81,0,378.46850330000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.46023650000006,378.46850330000007,380.35846130000004,379.6750904999999,380.35846130000004,382.65488460000006,j,0.6524757999998201,None,0,image2,-7,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
82,0,82,j,1.0791735000000244,None,,,,,82,0,82,0,382.70985029999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.7012981999999,382.70985029999997,385.1250135,384.024999,385.1250135,387.03983330000005,j,1.0791735000000244,None,0,image1,-8,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
83,0,83,f,0.5548054000000775,None,,,,,83,0,83,0,387.14611880000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.1375183,387.14611880000007,388.9083456999999,388.32509400000004,388.9083456999999,391.8332757999999,f,0.5548054000000775,None,0,image2,-9,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
84,0,84,j,0.5151127999999972,None,,,,,84,0,84,0,391.88096040000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.87246600000003,391.88096040000005,393.2418124000001,392.7083359999999,393.2418124000001,395.3076068999999,j,0.5151127999999972,None,10,image1,-10,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
85,0,85,j,0.613534700000173,None,,,,,85,0,85,0,395.35528709999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3469663999999,395.35528709999994,396.6916266999999,396.05843630000004,396.6916266999999,399.2187721999999,j,0.613534700000173,None,10,image1,-11,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
86,0,86,j,0.5120822999999746,None,,,,,86,0,86,0,399.2765345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.26803369999993,399.2765345,401.52515429999994,400.991769,401.52515429999994,403.1737429,j,0.5120822999999746,None,10,image1,-12,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
87,0,87,j,0.41769590000012613,None,,,,,87,0,87,0,403.28499480000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.276707,403.28499480000005,405.4082704,404.9584382999999,405.4082704,407.5415988,j,0.41769590000012613,None,0,image2,-13,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
88,0,88,j,0.2541074999999182,None,,,,,88,0,88,0,407.58952109999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.58089429999995,407.58952109999996,409.7252217,409.44189570000003,409.7252217,412.6247856,j,0.2541074999999182,None,0,image2,-14,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
89,0,89,j,0.720991099999992,None,,,,,89,0,89,0,412.6722826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.66362950000007,412.6722826,414.69172619999995,413.94184989999985,414.69172619999995,416.3637719000001,j,0.720991099999992,None,0,image2,-15,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
90,0,90,j,0.29576720000000023,None,,,,,90,0,90,0,416.4179486999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.4096104,416.4179486999999,418.6917444999999,418.37510769999994,418.6917444999999,420.5182132,j,0.29576720000000023,None,10,image2,-16,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
91,0,91,j,0.602698799999871,None,,,,,91,0,91,0,420.57086200000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.56237409999994,420.57086200000003,421.9583379999999,421.32506420000004,421.9583379999999,423.88127199999985,j,0.602698799999871,None,10,image2,-17,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
92,0,92,f,0.36784990000001017,None,,,,,92,0,92,0,423.98796560000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.97975180000003,423.98796560000005,425.3752021,424.9749769,425.3752021,426.8454408,f,0.36784990000001017,None,10,image1,-18,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
93,0,93,j,0.5831449999998313,None,,,,,93,0,93,0,426.9000937999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.89157279999995,426.9000937999999,429.0083061,428.4085889999999,429.0083061,431.34903069999996,j,0.5831449999998313,None,0,image1,-19,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
